Câu hỏi,ID,Instruction,Normal Input,Latex Input,Topic,Dạng bài,Data_Source,Answer_type(Text/Number),Synthetic_type,Response,Answer
4_2_21c,448,Hãy giải giúp tôi bài sau:,"Điều tra doanh thu/tháng của 200 gia đình kinh doanh điện thoại tại một thành phố: doanh thu trung bình/tháng là 45 triệu VNĐ và độ lệch mẫu hiệu chỉnh là 8,912 triệu VNĐ; có 22 gia đình có doanh thu/tháng > 70 triệu VNĐ. Với mức ý nghĩa 0,05, có thể cho rằng tỷ lệ gia đình có doanh thu/tháng > 70 triệu VNĐ lớn hơn 10% không?","Điều tra doanh thu/tháng của $200$ gia đình kinh doanh điện thoại tại một thành phố, doanh thu trung bình/tháng là $45$ triệu VNĐ và độ lệch mẫu hiệu chỉnh là $8.912$ triệu VNĐ, có $22$ gia đình có doanh thu/tháng $> 70$ triệu VNĐ. Với mức ý nghĩa $0.05$, có thể cho rằng tỷ lệ gia đình có doanh thu/tháng $> 70$ triệu VNĐ lớn hơn $10\%$ không?",Xác suất cơ bản,CĐ4-06,Bank,Text,None,"/buoc1: Giả thuyết $H_1: P > 0.1$; $W_\alpha = (1.645; +\infty)$
/buoc2: Tiêu chuẩn kiểm định: $U = \frac{(f - P_0)\sqrt{n}}{\sqrt{P_0(1 - P_0)}} \sim N(0, 1)$
/buoc3: $f = 0.11 \rightarrow U_{qs} = 0.471$ không thuộc $W_\alpha \rightarrow$ chấp nhận $H_0$
/ketluan: Kết luận: Khẳng định trên là sai
/dapan: Khẳng định trên là sai",Khẳng định trên là sai
4_2_22a,449,Hãy giải giúp tôi bài sau:,"Điều tra ngẫu nhiên thu nhập/tháng của 100 gia đình ở địa phương A: thu nhập trung bình/tháng là 25,8 triệu VNĐ và độ lệch mẫu hiệu chỉnh là 1,1055 triệu VNĐ; có 30 gia đình có thu nhập > 50 triệu VNĐ/tháng. Với độ tin cậy 95% hãy ước lượng thu nhập trung bình/tháng của gia đình ở địa phương A.","Điều tra ngẫu nhiên thu nhập/tháng của $100$ gia đình ở địa phương A, thu nhập trung bình/tháng là $25.8$ triệu VNĐ và độ lệch mẫu hiệu chỉnh là $1.1055$ triệu VNĐ, có $30$ gia đình có thu nhập $> 50$ triệu VNĐ/tháng. Với độ tin cậy $95\%$ hãy ước lượng thu nhập trung bình/tháng của gia đình ở địa phương A.",Xác suất cơ bản,CĐ4-03,Bank,Number,None,"/buoc1: $Z = \frac{(\bar{x}-a)\sqrt{n}}{S'} \sim N(0,1)$
/buoc2: $a \in (\bar{x}-\varepsilon; \bar{x}+\varepsilon)$ với $\varepsilon = u_{\alpha/2} \frac{S'}{\sqrt{n}}$
/buoc3: $\gamma = 95\% \rightarrow u_{\alpha/2} = 1.96$
/ketluan: Vậy $a \in (25.8 - 0.22; 25.8 + 0.22) = (25.58; 26.02)$
/dapan: $(25.58; 26.02)$",$(25.58; 26.02)$
4_2_22b,450,Hãy giải giúp tôi bài sau:,"Điều tra ngẫu nhiên thu nhập/tháng của 100 gia đình ở địa phương A: thu nhập trung bình/tháng là 25,8 triệu VNĐ và độ lệch mẫu hiệu chỉnh là 1,1055 triệu VNĐ; có 30 gia đình có thu nhập > 50 triệu VNĐ/tháng. Nếu muốn ước lượng thu nhập trung bình/tháng với độ tin cậy 99% và độ chính xác 0,25 thì cần điều tra thêm thu nhập của bao nhiêu gia đình?","Điều tra ngẫu nhiên thu nhập/tháng của $100$ gia đình ở địa phương A, thu nhập trung bình/tháng là $25.8$ triệu VNĐ và độ lệch mẫu hiệu chỉnh là $1.1055$ triệu VNĐ, có $30$ gia đình có thu nhập $> 50$ triệu VNĐ/tháng. Nếu muốn ước lượng thu nhập trung bình/tháng với độ tin cậy $99\%$ và độ chính xác $0.25$ thì cần điều tra thêm thu nhập của bao nhiêu gia đình?",Xác suất cơ bản,CĐ4-02,Bank,Number,None,"/buoc1: Ta có $\varepsilon_o = u_{\alpha/2} \frac{S'}{\sqrt{n'}} \rightarrow n' = \frac{u_{\alpha/2}^2 \cdot S'^2}{\varepsilon^2}$
/buoc2: $\gamma = 99\% \rightarrow u_{\alpha/2} = 2.575$
/buoc3: Suy ra $n' = 130$
/ketluan: Vậy cần khảo sát thêm $130 - 100 = 30$ gia đình nữa
/dapan: $30$",$30$
4_2_22c,451,Hãy giải giúp tôi bài sau:,"Điều tra ngẫu nhiên thu nhập/tháng của 100 gia đình ở địa phương A: thu nhập trung bình/tháng là 25,8 triệu VNĐ và độ lệch mẫu hiệu chỉnh là 1,1055 triệu VNĐ; có 30 gia đình có thu nhập > 50 triệu VNĐ/tháng. Với mức ý nghĩa 1%, có thể cho rằng tỷ lệ gia đình có thu nhập > 50 triệu VNĐ/tháng là 20% không?","Điều tra ngẫu nhiên thu nhập/tháng của $100$ gia đình ở địa phương A, thu nhập trung bình/tháng là $25.8$ triệu VNĐ và độ lệch mẫu hiệu chỉnh là $1.1055$ triệu VNĐ, có $30$ gia đình có thu nhập $> 50$ triệu VNĐ/tháng. Với mức ý nghĩa $1\%$, có thể cho rằng tỷ lệ gia đình có thu nhập $> 50$ triệu VNĐ/tháng là $20\%$ không?",Xác suất cơ bản,CĐ4-06,Bank,Text,None,"/buoc1: Giả thuyết $H_1: P \neq 0.2$; $W_\alpha = (-\infty; -2.575) \cup (2.575; +\infty)$
/buoc2: Tiêu chuẩn kiểm định: $U = \frac{(f - P_0)\sqrt{n}}{\sqrt{P_0(1 - P_0)}} \sim N(0, 1)$
/buoc3: $f = 0.3 \rightarrow U_{qs} = 2.5$ không thuộc $W_\alpha \rightarrow$ chấp nhận $H_0$
/ketluan: Kết luận: Khẳng định trên là đúng
/dapan: Khẳng định trên là đúng",Khẳng định trên là đúng
4_2_23a,452,Hãy giải giúp tôi bài sau:,"Theo dõi thời lượng pin/1 lần sạc của 100 laptop (một mẫu laptop): thời lượng pin trung bình 4,5 giờ; độ lệch mẫu hiệu chỉnh 0,5 giờ; có 7 laptop có thời lượng pin > 5,5 giờ. Với độ tin cậy 0,95, hãy ước lượng thời lượng pin trung bình/1 lần sạc của mẫu laptop trên.","Theo dõi thời lượng pin/1 lần sạc của $100$ laptop (một mẫu laptop), thời lượng pin trung bình $4.5$ giờ, độ lệch mẫu hiệu chỉnh $0.5$ giờ, có $7$ laptop có thời lượng pin $> 5.5$ giờ. Với độ tin cậy $0.95$, hãy ước lượng thời lượng pin trung bình/1 lần sạc của mẫu laptop trên.",Xác suất cơ bản,CĐ4-03,Bank,Number,None,"/buoc1: $Z = \frac{(\bar{x}-a)\sqrt{n}}{S'} \sim N(0,1)$
/buoc2: $a \in (\bar{x}-\varepsilon; \bar{x}+\varepsilon)$ với $\varepsilon = u_{\alpha/2} \frac{S'}{\sqrt{n}}$
/buoc3: $\gamma = 95\% \rightarrow u_{\alpha/2} = 1.96$
/ketluan: Vậy $a \in (4.5 - 0.098; 4.5 + 0.098) = (4.402; 4.598)$
/dapan: $(4.402; 4.598)$",$(4.402; 4.598)$
4_2_23b,453,Hãy giải giúp tôi bài sau:,"Theo dõi thời lượng pin/1 lần sạc của 100 laptop (một mẫu laptop): thời lượng pin trung bình 4,5 giờ; độ lệch mẫu hiệu chỉnh 0,5 giờ; có 7 laptop có thời lượng pin > 5,5 giờ. Nhà sản xuất cho rằng tỷ lệ laptop có thời lượng pin > 5,5 giờ là trên 6%; với mức ý nghĩa 1% hãy kết luận.","Theo dõi thời lượng pin/1 lần sạc của $100$ laptop (một mẫu laptop), thời lượng pin trung bình $4.5$ giờ, độ lệch mẫu hiệu chỉnh $0.5$ giờ, có $7$ laptop có thời lượng pin $> 5.5$ giờ. Nhà sản xuất cho rằng tỷ lệ laptop có thời lượng pin $> 5.5$ giờ là trên $6\%$, với mức ý nghĩa $1\%$ hãy kết luận.",Xác suất cơ bản,CĐ4-06,Bank,Text,None,"/buoc1: Giả thuyết $H_1: P > 0.06$; $W_\alpha = (2.33; +\infty)$
/buoc2: Tiêu chuẩn kiểm định: $U = \frac{(f - P_0)\sqrt{n}}{\sqrt{P_0(1 - P_0)}} \sim N(0, 1)$
/buoc3: $f = 0.07 \rightarrow U_{qs} = 0.421$ không thuộc $W_\alpha \rightarrow$ chấp nhận $H_0$
/ketluan: Kết luận: Khẳng định trên là chưa chính xác
/dapan: Khẳng định trên là chưa chính xác",Khẳng định trên là chưa chính xác
4_2_23c,454,Hãy giải giúp tôi bài sau:,"Theo dõi thời lượng pin/1 lần sạc của 100 laptop (một mẫu laptop): thời lượng pin trung bình 4,5 giờ; độ lệch mẫu hiệu chỉnh 0,5 giờ; có 7 laptop có thời lượng pin > 5,5 giờ. Nếu dùng số liệu trên để ước lượng tỷ lệ laptop có thời lượng pin > 5,5 giờ với yêu cầu độ chính xác 0,05 thì độ tin cậy bằng bao nhiêu?","Theo dõi thời lượng pin/1 lần sạc của $100$ laptop (một mẫu laptop), thời lượng pin trung bình $4.5$ giờ, độ lệch mẫu hiệu chỉnh $0.5$ giờ, có $7$ laptop có thời lượng pin $> 5.5$ giờ. Nếu dùng số liệu trên để ước lượng tỷ lệ laptop có thời lượng pin $> 5.5$ giờ với yêu cầu độ chính xác $0.05$ thì độ tin cậy bằng bao nhiêu?",Xác suất cơ bản,CĐ4-01,Bank,Number,None,"/buoc1: Có $\varepsilon = u_{\alpha/2} \sqrt{\frac{f(1 - f)}{n}}$
/buoc2: Suy ra $u_{\alpha/2} = \frac{\varepsilon\sqrt{n}}{\sqrt{f(1 - f)}}$
/buoc3: $\varepsilon = 0.05; n = 100; f = 0.07 \rightarrow u_{\alpha/2} = 1.96$
/ketluan: Tra bảng phụ lục $\rightarrow \alpha/2 = 0.025 \rightarrow \gamma = 0.95$
/dapan: $0.95$",$0.95$
4_2_24a,455,Hãy giải giúp tôi bài sau:,"Thời gian đợi phục vụ tại một cửa hàng ăn nhanh là BNN phân phối chuẩn. Khảo sát 36 khách hàng: thời gian đợi trung bình 4 phút; độ lệch mẫu hiệu chỉnh 1,8 phút; có 6 khách hàng phải đợi > 6 phút. Với mức ý nghĩa 1%, có thể cho rằng thời gian đợi phục vụ trung bình ít hơn 5 phút không?","Thời gian đợi phục vụ tại một cửa hàng ăn nhanh là BNN phân phối chuẩn. Khảo sát $36$ khách hàng, thời gian đợi trung bình $4$ phút, độ lệch mẫu hiệu chỉnh $1.8$ phút, có $6$ khách hàng phải đợi $> 6$ phút. Với mức ý nghĩa $1\%$, có thể cho rằng thời gian đợi phục vụ trung bình ít hơn $5$ phút không?",Xác suất cơ bản,CĐ4-05,Bank,Text,None,"/buoc1: Giả thuyết $H_1: a < 5$; $W_\alpha = (-\infty; -2.33)$
/buoc2: Tiêu chuẩn kiểm định: $U = \frac{(\bar{x} - a_0)\sqrt{n}}{S'} \sim N(0, 1)$
/buoc3: $U_{qs} = -3.33$ thuộc $W_\alpha \rightarrow$ chấp nhận $H_1$
/ketluan: Kết luận: Khẳng định trên là đúng
/dapan: Khẳng định trên là đúng",Khẳng định trên là đúng
4_2_24b,456,Hãy giải giúp tôi bài sau:,"Thời gian đợi phục vụ tại một cửa hàng ăn nhanh là BNN phân phối chuẩn. Khảo sát 36 khách hàng: thời gian đợi trung bình 4 phút; độ lệch mẫu hiệu chỉnh 1,8 phút; có 6 khách hàng phải đợi > 6 phút. Nếu muốn độ chính xác của ước lượng thời gian đợi trung bình là 0,3 và độ tin cậy 95% thì cần khảo sát bao nhiêu khách hàng?","Thời gian đợi phục vụ tại một cửa hàng ăn nhanh là BNN phân phối chuẩn. Khảo sát $36$ khách hàng, thời gian đợi trung bình $4$ phút, độ lệch mẫu hiệu chỉnh $1.8$ phút, có $6$ khách hàng phải đợi $> 6$ phút. Nếu muốn độ chính xác của ước lượng thời gian đợi trung bình là $0.3$ và độ tin cậy $95\%$ thì cần khảo sát bao nhiêu khách hàng?",Xác suất cơ bản,CĐ4-02,Bank,Number,None,"/buoc1: Ta có $\varepsilon_o = u_{\alpha/2} \frac{S'}{\sqrt{n'}} \rightarrow n' = \frac{u_{\alpha/2}^2 \cdot S'^2}{\varepsilon^2}$
/buoc2: $\gamma = 95\% \rightarrow u_{\alpha/2} = 1.96$
/buoc3: Suy ra $n' = 139$
/ketluan: Vậy cần khảo sát thêm 139 khách hàng
/dapan: $139$",$139$
4_2_24c,457,Hãy giải giúp tôi bài sau:,"Thời gian đợi phục vụ tại một cửa hàng ăn nhanh là BNN phân phối chuẩn. Khảo sát 36 khách hàng: thời gian đợi trung bình 4 phút; độ lệch mẫu hiệu chỉnh 1,8 phút; có 6 khách hàng phải đợi > 6 phút. Hãy ước lượng tỷ lệ khách hàng phải đợi phục vụ trên 6 phút với độ tin cậy 99%.","Thời gian đợi phục vụ tại một cửa hàng ăn nhanh là BNN phân phối chuẩn. Khảo sát $36$ khách hàng, thời gian đợi trung bình $4$ phút, độ lệch mẫu hiệu chỉnh $1.8$ phút, có $6$ khách hàng phải đợi $> 6$ phút. Hãy ước lượng tỷ lệ khách hàng phải đợi phục vụ trên $6$ phút với độ tin cậy $99\%$.",Xác suất cơ bản,CĐ4-04,Bank,Number,None,"/buoc1: $Z = \frac{(f - P)\sqrt{n}}{\sqrt{f(1 - f)}} \sim N(0, 1)$
/buoc2: $P \in (f - \varepsilon; f + \varepsilon)$ với $\varepsilon = u_{\alpha/2} \sqrt{\frac{f(1 - f)}{n}}$
/buoc3: $f = m/n = 0.167; \gamma = 99\% \rightarrow u_{\alpha/2} = 2.575$
/ketluan: Vậy $P \in (0.167 - 0.160; 0.167 + 0.160) = (0.007; 0.327)$
/dapan: $(0.007; 0.327)$",$(0.007; 0.327)$
4_2_25a,458,Hãy giải giúp tôi bài sau:,Trọng lượng (gam) của sản phẩm trên một dây chuyền là BNN phân bố chuẩn. Điều tra 100 sản phẩm: trọng lượng trung bình mẫu 1805g và độ lệch mẫu hiệu chỉnh 55g. Hãy ước lượng trọng lượng trung bình của sản phẩm với độ tin cậy 98%.,"Trọng lượng (gam) của sản phẩm trên một dây chuyền là BNN phân bố chuẩn. Điều tra $100$ sản phẩm, trọng lượng trung bình mẫu $1805$g và độ lệch mẫu hiệu chỉnh $55$g. Hãy ước lượng trọng lượng trung bình của sản phẩm với độ tin cậy $98\%$.",Xác suất cơ bản,CĐ4-03,Bank,Number,None,"/buoc1: $Z = \frac{(\bar{x}-a)\sqrt{n}}{S'} \sim N(0,1)$
/buoc2: $a \in (\bar{x}-\varepsilon; \bar{x}+\varepsilon)$ với $\varepsilon = u_{\alpha/2} \frac{S'}{\sqrt{n}}$
/buoc3: $\gamma = 98\% \rightarrow u_{\alpha/2} = 2.33$
/ketluan: Vậy $a \in (1805 - 12.815; 1805 + 12.815) = (1792.185; 1817.815)$
/dapan: $(1792.185; 1817.815)$",$(1792.185; 1817.815)$
4_2_25b,459,Hãy giải giúp tôi bài sau:,Trọng lượng (gam) của sản phẩm trên một dây chuyền là BNN phân bố chuẩn. Điều tra 100 sản phẩm: trọng lượng trung bình mẫu 1805g và độ lệch mẫu hiệu chỉnh 55g. Khi ước lượng trọng lượng trung bình với độ chính xác 10g thì độ tin cậy bằng bao nhiêu?,"Trọng lượng (gam) của sản phẩm trên một dây chuyền là BNN phân bố chuẩn. Điều tra $100$ sản phẩm, trọng lượng trung bình mẫu $1805$g và độ lệch mẫu hiệu chỉnh $55$g. Khi ước lượng trọng lượng trung bình với độ chính xác $10$g thì độ tin cậy bằng bao nhiêu?",Xác suất cơ bản,CĐ4-01,Bank,Number,None,"/buoc1: Có $\varepsilon = u_{\alpha/2} \cdot \frac{S'}{\sqrt{n}}$
/buoc2: Suy ra $u_{\alpha/2} = \frac{\varepsilon\sqrt{n}}{S'}$
/buoc3: $\varepsilon = 10; n = 100; S' = 55 \rightarrow u_{\alpha/2} = 1.82$
/ketluan: Tra bảng phụ lục $\rightarrow \alpha/2 = 0.0344 \rightarrow \gamma = 0.9312$
/dapan: $0.9312$",$0.9312$
4_2_25c,460,Hãy giải giúp tôi bài sau:,Trọng lượng (gam) của sản phẩm trên một dây chuyền là BNN phân bố chuẩn. Điều tra 100 sản phẩm: trọng lượng trung bình mẫu 1805g và độ lệch mẫu hiệu chỉnh 55g. Quản đốc khẳng định trọng lượng trung bình là 1850g; với mức ý nghĩa 5% hãy kết luận.,"Trọng lượng (gam) của sản phẩm trên một dây chuyền là BNN phân bố chuẩn. Điều tra $100$ sản phẩm, trọng lượng trung bình mẫu $1805$g và độ lệch mẫu hiệu chỉnh $55$g. Quản đốc khẳng định trọng lượng trung bình là $1850$g, với mức ý nghĩa $5\%$ hãy kết luận.",Xác suất cơ bản,CĐ4-05,Bank,Text,None,"/buoc1: Giả thuyết $H_1: a \neq 1850$; $W_\alpha = (-\infty; -1.96) \cup (1.96; +\infty)$
/buoc2: Tiêu chuẩn kiểm định: $U = \frac{(\bar{x} - a_0)\sqrt{n}}{S'} \sim N(0, 1)$
/buoc3: $U_{qs} = -8.18$ thuộc $W_\alpha \rightarrow$ chấp nhận $H_1$
/ketluan: Kết luận: Khẳng định trên là sai
/dapan: Khẳng định trên là sai",Khẳng định trên là sai
4_2_26a,461,Hãy giải giúp tôi bài sau:,"Năng suất hồ tiêu tại vùng X là BNN phân phối chuẩn. Điều tra: cỡ mẫu 100 ha; trung bình mẫu 16,2 tạ; độ lệch hiệu chỉnh 2,3; có 18 ha có năng suất cao. Với độ tin cậy 90% hãy ước lượng năng suất hồ tiêu trung bình.","Năng suất hồ tiêu tại vùng X là BNN phân phối chuẩn. Điều tra cỡ mẫu $100$ ha, trung bình mẫu $16.2$ tạ, độ lệch hiệu chỉnh $2.3$, có $18$ ha có năng suất cao. Với độ tin cậy $90\%$ hãy ước lượng năng suất hồ tiêu trung bình.",Xác suất cơ bản,CĐ4-03,Bank,Number,None,"/buoc1: $Z = \frac{(\bar{x}-a)\sqrt{n}}{S'} \sim N(0,1)$
/buoc2: $a \in (\bar{x}-\varepsilon; \bar{x}+\varepsilon)$ với $\varepsilon = u_{\alpha/2} \frac{S'}{\sqrt{n}}$
/buoc3: $\gamma = 90\% \rightarrow u_{\alpha/2} = 1.645$
/ketluan: Vậy $a \in (16.2 - 0.378; 16.2 + 0.378) = (15.822; 16.578)$
/dapan: $(15.822; 16.578)$",$(15.822; 16.578)$
4_2_26b,462,Hãy giải giúp tôi bài sau:,"Năng suất hồ tiêu tại vùng X là BNN phân phối chuẩn. Điều tra: cỡ mẫu 100 ha; trung bình mẫu 16,2 tạ; độ lệch hiệu chỉnh 2,3; có 18 ha có năng suất cao. Khi ước lượng tỷ lệ số ha có năng suất cao với độ tin cậy 90% và độ chính xác 0,05 thì cần điều tra thêm bao nhiêu điểm thu hoạch nữa?","Năng suất hồ tiêu tại vùng X là BNN phân phối chuẩn. Điều tra cỡ mẫu $100$ ha, trung bình mẫu $16.2$ tạ, độ lệch hiệu chỉnh $2.3$, có $18$ ha có năng suất cao. Khi ước lượng tỷ lệ số ha có năng suất cao với độ tin cậy $90\%$ và độ chính xác $0.05$ thì cần điều tra thêm bao nhiêu điểm thu hoạch nữa?",Xác suất cơ bản,CĐ4-02,Bank,Number,None,"/buoc1: Ta có $\varepsilon_o = u_{\alpha/2} \sqrt{\frac{f(1 - f)}{n'}} \rightarrow n' = \frac{u_{\alpha/2}^2 \cdot f(1 - f)}{\varepsilon^2}$
/buoc2: $\gamma = 90\% \rightarrow u_{\alpha/2} = 1.645$
/buoc3: $f = 0.18; \varepsilon = 0.05 \rightarrow n' = 160$
/ketluan: Vậy cần khảo sát thêm $160 - 100 = 60$ điểm thu hoạch nữa
/dapan: $60$",$60$
4_2_26c,463,Hãy giải giúp tôi bài sau:,"Năng suất hồ tiêu tại vùng X là BNN phân phối chuẩn. Điều tra: cỡ mẫu 100 ha; trung bình mẫu 16,2 tạ; độ lệch hiệu chỉnh 2,3; có 18 ha có năng suất cao. Nếu dùng số liệu trên để ước lượng năng suất hồ tiêu trung bình với yêu cầu độ chính xác 0,4 thì độ tin cậy tương ứng là bao nhiêu?","Năng suất hồ tiêu tại vùng X là BNN phân phối chuẩn. Điều tra cỡ mẫu $100$ ha, trung bình mẫu $16.2$ tạ, độ lệch hiệu chỉnh $2.3$, có $18$ ha có năng suất cao. Nếu dùng số liệu trên để ước lượng năng suất hồ tiêu trung bình với yêu cầu độ chính xác $0.4$ thì độ tin cậy tương ứng là bao nhiêu?",Xác suất cơ bản,CĐ4-01,Bank,Number,None,"/buoc1: Có $\varepsilon = u_{\alpha/2} \cdot \frac{S'}{\sqrt{n}}$
/buoc2: Suy ra $u_{\alpha/2} = \frac{\varepsilon\sqrt{n}}{S'}$
/buoc3: $\varepsilon = 0.4; n = 100; S' = 2.3 \rightarrow u_{\alpha/2} = 1.74$
/ketluan: Tra bảng phụ lục $\rightarrow \alpha/2 = 0.0409 \rightarrow \gamma = 0.9182$
/dapan: $0.9182$",$0.9182$
4_2_27a,464,Hãy giải giúp tôi bài sau:,"Một xí nghiệp đưa ra thị trường sản phẩm mới, thu được 300 phiếu thăm dò, trong đó có 90 phiếu tỏ ra thích thú sản phẩm. Hãy ước lượng tỷ lệ khách hàng thích sản phẩm với độ tin cậy 95%.","Một xí nghiệp đưa ra thị trường sản phẩm mới, thu được $300$ phiếu thăm dò, trong đó có $90$ phiếu tỏ ra thích thú sản phẩm. Hãy ước lượng tỷ lệ khách hàng thích sản phẩm với độ tin cậy $95\%$.",Xác suất cơ bản,CĐ4-04,Bank,Number,None,"/buoc1: $Z = \frac{(f - P)\sqrt{n}}{\sqrt{f(1 - f)}} \sim N(0, 1)$
/buoc2: $P \in (f - \varepsilon; f + \varepsilon)$ với $\varepsilon = u_{\alpha/2} \sqrt{\frac{f(1 - f)}{n}}$
/buoc3: $f = m/n = 0.3; \gamma = 95\% \rightarrow u_{\alpha/2} = 1.96$
/ketluan: Vậy $P \in (0.3 - 0.052; 0.3 + 0.052) = (0.248; 0.352)$
/dapan: $(0.248; 0.352)$",$(0.248; 0.352)$
4_2_27b,465,Hãy giải giúp tôi bài sau:,"Một xí nghiệp đưa ra thị trường sản phẩm mới, thu được 300 phiếu thăm dò, trong đó có 90 phiếu tỏ ra thích thú sản phẩm. Muốn có ước lượng khoảng cho tỷ lệ thực với độ tin cậy 99% và độ chính xác 0,05 thì cần thăm dò thêm bao nhiêu phiếu nữa?","Một xí nghiệp đưa ra thị trường sản phẩm mới, thu được $300$ phiếu thăm dò, trong đó có $90$ phiếu tỏ ra thích thú sản phẩm. Muốn có ước lượng khoảng cho tỷ lệ thực với độ tin cậy $99\%$ và độ chính xác $0.05$ thì cần thăm dò thêm bao nhiêu phiếu nữa?",Xác suất cơ bản,CĐ4-02,Bank,Number,None,"/buoc1: Ta có $\varepsilon_o = u_{\alpha/2} \sqrt{\frac{f(1 - f)}{n'}} \rightarrow n' = \frac{u_{\alpha/2}^2 \cdot f(1 - f)}{\varepsilon^2}$
/buoc2: $\gamma = 99\% \rightarrow u_{\alpha/2} = 2.575$
/buoc3: $f = 0.3; \varepsilon = 0.05 \rightarrow n' = 557$
/ketluan: Vậy cần thăm dò thêm $557 - 300 = 257$ phiếu nữa
/dapan: $257$",$257$
4_2_27c,466,Hãy giải giúp tôi bài sau:,"Một xí nghiệp đưa ra thị trường sản phẩm mới, thu được 300 phiếu thăm dò, trong đó có 90 phiếu tỏ ra thích thú sản phẩm. Xí nghiệp đặt mục tiêu tỷ lệ khách hàng thích sản phẩm ít nhất 50%; với mức ý nghĩa 5% hãy kết luận về mục tiêu đó.","Một xí nghiệp đưa ra thị trường sản phẩm mới, thu được $300$ phiếu thăm dò, trong đó có $90$ phiếu tỏ ra thích thú sản phẩm. Xí nghiệp đặt mục tiêu tỷ lệ khách hàng thích sản phẩm ít nhất $50\%$, với mức ý nghĩa $5\%$ hãy kết luận về mục tiêu đó.",Xác suất cơ bản,CĐ4-06,Bank,Text,None,"/buoc1: Giả thuyết $H_1: P < 0.5$; $W_\alpha = (-\infty; -1.645)$
/buoc2: Tiêu chuẩn kiểm định: $U = \frac{(f - P_0)\sqrt{n}}{\sqrt{P_0(1 - P_0)}} \sim N(0, 1)$
/buoc3: $f = 0.3 \rightarrow U_{qs} = -6.93$ thuộc $W_\alpha \rightarrow$ chấp nhận $H_1$
/ketluan: Kết luận: Mục tiêu trên không đạt được
/dapan: Mục tiêu trên không đạt được",Mục tiêu trên không đạt được
4_2_28a,467,Hãy giải giúp tôi bài sau:,"Một khu rừng có diện tích lớn, điều tra ngẫu nhiên 31 ô (mỗi ô 0,1 ha): thể tích gỗ trung bình mỗi ô 10,2 m³ và sai số tiêu chuẩn 1,45 m³; giả thiết X tuân theo chuẩn. Hãy ước lượng thể tích gỗ trung bình của khu rừng với độ tin cậy 95%.","Một khu rừng có diện tích lớn, điều tra ngẫu nhiên $31$ ô (mỗi ô $0.1$ ha), thể tích gỗ trung bình mỗi ô $10.2$ m$^3$ và sai số tiêu chuẩn $1.45$ m$^3$, giả thiết $X$ tuân theo chuẩn. Hãy ước lượng thể tích gỗ trung bình của khu rừng với độ tin cậy $95\%$.",Xác suất cơ bản,CĐ4-03,Bank,Number,None,"/buoc1: $Z = \frac{(\bar{x}-a)\sqrt{n}}{S'} \sim N(0,1)$
/buoc2: $a \in (\bar{x}-\varepsilon; \bar{x}+\varepsilon)$ với $\varepsilon = u_{\alpha/2} \frac{S'}{\sqrt{n}}$
/buoc3: $\gamma = 95\% \rightarrow u_{\alpha/2} = 1.96$
/ketluan: Vậy $a \in (10.2 - 0.51; 10.2 + 0.51) = (9.69; 10.71)$
/dapan: $(9.69; 10.71)$",$(9.69; 10.71)$
4_2_28b,468,Hãy giải giúp tôi bài sau:,"Một khu rừng có diện tích lớn, điều tra ngẫu nhiên 31 ô (mỗi ô 0,1 ha): thể tích gỗ trung bình mỗi ô 10,2 m³ và sai số tiêu chuẩn 1,45 m³; giả thiết X tuân theo chuẩn. Khi ước lượng thể tích gỗ trung bình với độ chính xác 0,6 m³ thì độ tin cậy bằng bao nhiêu?","Một khu rừng có diện tích lớn, điều tra ngẫu nhiên $31$ ô (mỗi ô $0.1$ ha), thể tích gỗ trung bình mỗi ô $10.2$ m$^3$ và sai số tiêu chuẩn $1.45$ m$^3$, giả thiết $X$ tuân theo chuẩn. Khi ước lượng thể tích gỗ trung bình với độ chính xác $0.6$ m$^3$ thì độ tin cậy bằng bao nhiêu?",Xác suất cơ bản,CĐ4-01,Bank,Number,None,"/buoc1: Có $\varepsilon = u_{\alpha/2} \cdot \frac{S'}{\sqrt{n}}$
/buoc2: Suy ra $u_{\alpha/2} = \frac{\varepsilon\sqrt{n}}{S'}$
/buoc3: $\varepsilon = 0.6; n = 31; S' = 1.45 \rightarrow u_{\alpha/2} = 2.30$
/ketluan: Tra bảng phụ lục $\rightarrow \alpha/2 = 0.0107 \rightarrow \gamma = 0.9786$
/dapan: $0.9786$",$0.9786$
